,Dupl,Name,Value,KarmaAdj,Tags,Dupl,GUID,Models,Secret,Frequency,Density,WeightKG,HazardRating,Insurable,FailCost,TransportModels,GLimitMin,GLimitMax,DamageGPerSec,KarmaMin,KarmaMax,XPScoreMin,XPScoreMax,FlightHoursMin,FlightHoursMax
1,✔️,Cast Iron Engine Blocks,588,0.1,industrial-metals,✔️,a710d3c0-2f0d-4751-8ff5-b59f2f1739e0,ASO_CarUtility01;,0,1,9,135,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Small Piston Engines,"1,259",0.1,industrial-engine,✔️,57ceb865-d566-4090-8b7a-ae654d895c9d,ASO_CarUtility01;,0,1,8,120,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Firewood Bundles,27,0.1,any;,✔️,418fe819-426a-40ba-ab53-9f243c5fe9f0,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Portable Electric Lamps,37,0.1,any;,✔️,88b9c274-5cf3-40ce-8ea2-5368a45d37ac,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Flat Irons,129,0.1,any;,✔️,c269ac3d-5b57-4640-9b7a-9b0da6297cb7,ASO_CarUtility01;,0,1,8,120,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Precious Metals,"7,583",0.1,any;,✔️,872607d9-1b7f-476e-b13c-6d1244069480,ASO_CarUtility01;,0,1,8,120,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Bridge Section Bolts,180,0.1,any;,✔️,a749fe2d-ad5b-4af5-a91b-d2a0921342ff,ASO_CarUtility01;,0,1,9,135,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Industr. Sewing Machines,"1,600",0.1,any;,✔️,cee97e3f-93cd-4c75-a68a-f84e52a5bfff,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Overcoats,110,0.1,any;,✔️,28559488-9d55-484c-b99e-e790fe982a66,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Blocks of Natural Cork,33,0.1,any;,✔️,ce7f055b-3881-4785-9fc6-97096527dcc2,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Metal Finishing Tools,125,0.1,any;,✔️,09dea5a0-7ddd-4625-b507-2f33e277619b,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Hand Wrenches,79,0.1,any;,✔️,003850ca-0f42-48c4-9204-c5f61f6f8230,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Bulk Fish Food,29,0.1,any;,✔️,55d401d4-9dd0-4a01-9e1b-169cf5de3c01,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Provitamins & Vitamins,23,0.1,any;,✔️,cda733a4-46ae-4613-bc82-fefb4b49f673,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Ammonia,13,0.1,any;,✔️,0f3fd4f7-e921-4aa5-bcb4-8c96cb95efff,ASO_CarUtility01;,0,1,4,60,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Space Vehicle Parts,"9,484",0.1,any;,✔️,4b2e2b11-edcc-4b5d-8ea6-9ecc94e33dbb,ASO_CarUtility01;,0,1,7,105,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Circus Train Parts,"2,500",0.1,any;,✔️,a9caecb1-0030-42b6-ba51-fa6693c73cf7,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Bulk Lab Grade Mercury,140,0.1,any;,✔️,d0ed1801-724e-4c28-bfd8-6b11773c77fc,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Motorcycle & Moped Parts,283,0.1,any;,✔️,ad486c5b-833c-4418-b804-5b4b3412827f,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Emergency Parachutes,"2,999",0.1,any;,✔️,5dd13d71-fe4e-4270-bf48-cf7a9f5c6ad7,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Photo Lab Equipment,132,0.1,any;,✔️,da678802-33c3-4ba5-a4af-bedf1a8c9f75,ASO_CarUtility01;,0,1,6,90,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,"Switches, Relays & Fuses",189,0.1,any;,✔️,b31234ff-d501-4025-bdb0-ea4a911d0d7c,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Dried Vegetables,48,0.1,any;food;,✔️,4d48f4d2-a23c-4cb5-a626-792b48d5229e,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Petroleum Oils,38,0.1,any;,✔️,4282a8e9-3cad-402c-a21a-0e7666113e02,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Men's Suits,192,0.1,any;,✔️,882f9505-1949-42ee-93d7-b352c75b1327,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,After Shave,28,0.1,any;,✔️,f1f10d34-e052-4703-bdcb-656a1e2c7c53,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Whiteboards,55,0.1,any;,✔️,05001be2-52a4-40fc-ba92-07c2e1c4533a,ASO_CarUtility01;,0,1,4,60,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Paper,43,0.1,any;,✔️,bc414ed8-2c62-4264-9a79-eab60f105d17,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Raw Pepper,54,0.1,any;,✔️,c719f9a4-da27-4fa7-a9e0-11de99a8e0ec,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Camera Film,30,0.1,any;,✔️,d784c932-eb02-4ba1-8d03-0766a771780c,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Synthetic Precious Stones,69,0.1,any;,✔️,2f45c7f9-bbd8-4887-9c76-7fd0356f6492,ASO_CarUtility01;,0,1,7,105,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Natural Rubber Strips,300,0.1,any;,✔️,e31eae71-d363-4920-af52-71f148ef9408,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Satelite Sync Clocks,"1,100",0.1,any;,✔️,eccc59e8-f0ff-4ba2-af58-f0d049b8b79d,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Play-Doh,71,0.1,any;,✔️,ba316cfb-5272-452e-92d9-641a01bc3280,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Cocoa Powder,104,0.1,any;,✔️,c574e99f-3e03-4d85-ac8f-e4496f957378,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Monitor Mounts,266,0.1,any;,✔️,3b1482c4-0c28-4209-bf08-086975242d29,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,La Croix - Lime,50,0.1,any;,✔️,a08c02a1-a799-4f3a-ad62-7545069ba573,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Baby Clothes,79,0.1,any;,✔️,b84d50a0-ba47-438a-a3e2-e3b3bf5a042d,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Palm Oil,40,0.1,any;,✔️,9efd7590-7d71-4417-bb2d-26eda03b804a,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Federally Insured Coins,"42,000",0.1,any;,✔️,291008f6-7a50-4a65-925e-6e9f87d41527,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Tachometers,215,0.1,any;,✔️,dc4167e4-fba3-4cca-8ee0-62c0f2360b37,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Preserved Fruits,30,0.1,any;,✔️,97dfc8fe-a918-447f-903b-16c6ff134dbd,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Cotton Woven Fabrics,432,0.1,any;,✔️,390e1e50-47ee-44f6-8cca-28512621a081,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Sacks & Backpacks,54,0.1,any;,✔️,02aaff64-cc21-4ee6-9f36-e6a9aa9c2e70,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Raw Copper Bars,114,0.1,any;,✔️,fa2de200-6e4c-428f-84e6-758ab423bd0a,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,3M Steel Wool Scrubbers,45,0.1,any;,✔️,deba1888-66f0-49a6-af04-9053477ba453,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Organic Malt,17,0.1,any;,✔️,1f5e7984-19c2-4be7-985c-90833ee7810d,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Color Prism Cubes,25,0.1,any;,✔️,36b4f4d9-6c0f-4567-8005-de22ef8d703c,ASO_CarUtility01;,0,1,7,105,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Dried Coconut,25,0.1,any;,✔️,7bd2d28f-2374-46f9-b3fa-c3261adbf146,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Handmade Knives,399,0.1,any;,✔️,2eb54db8-3fbf-4e2d-b273-996a72f2d3ea,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Lifting Equipment Parts,"1,839",0.1,any;,✔️,bde15646-63fd-4d34-8225-3e0fcb46c268,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Trailer LED Lights,697,0.1,any;,✔️,f04e410d-b63c-4d16-9135-504ba508ea31,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Spools of Copper Wire,"5,190",0.1,any;,✔️,575bcf26-48a5-449e-8ac6-dbd51bb11b25,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Plastic Sheets,29,0.1,any;,✔️,cfb423d0-dcbb-4ce2-b879-0abb32389952,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Plasticware,29,0.1,any;,✔️,7376ff82-4c3d-4d02-affb-c9186127766c,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Cashmere Blankets,595,0.1,any;,✔️,f3de03e6-185f-49a5-8e26-b3e93236a5c4,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Steam Boiler Piping,64,0.1,any;,✔️,50d4d53b-cc93-40fe-98f1-1e41ceb578ec,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Printed Postcards,18,0.1,any;,✔️,36640027-d537-4b8e-b66d-e873122bea27,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Dishwasher Parts,31,0.1,any;,✔️,879f4759-1f16-4d23-a4e2-fd515cfeddc3,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Glassware,201,0.1,any;,✔️,105521aa-3e42-4f65-8c9b-1ba6b595668c,ASO_CarUtility01;,0,1,6,90,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Copy Machine Parts,39,0.1,any;,✔️,d2c9f4a8-f0fa-4d7e-8efe-e8fdd2eb03fd,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Articles of Leather,130,0.1,any;,✔️,c3f8444c-7801-4fc0-a515-25738119d87c,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Multi-Purpose Cleaner,24,0.1,any;,✔️,036d2b0f-cc14-4843-b686-21f1709bd49a,ASO_CarUtility01;,0,1,3,45,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Electrical Transformers,54,0.1,any;,✔️,5ebcafcd-005d-43b1-b385-d67dbc53b07f,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,DeWALT Handtools,127,0.1,any;,✔️,288d1060-6976-48cb-9f5a-0f5f2cb77eca,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Printers,298,0.1,any;,✔️,bcc55109-d290-498f-a299-75679e2e8afe,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Airport Light Lenses,49,0.1,any;,✔️,1c9e1622-4954-4994-9e75-0e49ea23f648,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Cheese & Curd,38,0.1,any;,✔️,db6764b4-6c82-43f8-9562-7532baa04cea,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Planters,29,0.1,any;,✔️,fce26772-0330-46ad-9c92-de5d7f625bd4,ASO_CarUtility01;,0,1,2,30,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Toothpicks,42,0.1,any;,✔️,6ffda79d-d98c-4471-b258-fc3a9bcef3c1,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Antiques,"1,400",0.1,any;,✔️,991d6ad8-6098-4a70-b018-8d38b42b54d5,ASO_CarUtility01;,0,1,3,45,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Vegetable Dyes,16,0.1,any;,✔️,911203c2-3b50-4855-97f7-f15eca3c8043,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Rubbing Alcohol,44,0.1,any;,✔️,9624ad78-593b-4ee2-afd4-d69d3f18c12c,ASO_CarUtility01;,0,1,3,45,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Sports Chalk,16,0.1,any;,✔️,38f498ba-570c-41b3-87a2-a56b8259287d,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Granite,0,0.1,any;,✔️,0bf7e842-8101-4c1e-a7ae-e4437acd8738,ASO_CarUtility01;,0,1,7,105,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Pro Hair Scissors,59,0.1,any;,✔️,c240b52a-29c2-4718-a376-1aef00b93f2c,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Computer Speakers,86,0.1,any;,✔️,b377413d-120f-4d24-b0c3-1db7a9389962,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Clay,27,0.1,any;,✔️,7127b0cd-7bc9-40c4-a997-8a964f1e404c,ASO_CarUtility01;,0,1,5,75,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Railway Signalling Parts,392,0.1,any;,✔️,04650880-629b-4851-88de-56ed672932cf,ASO_CarUtility01;,0,1,6,90,2,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Platinum Powder,"60,000",0.1,any;,✔️,5e009939-51ae-423b-8007-93cb93236dd8,ASO_CarUtility01;,0,1,7,105,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Synthetic Woven Fabrics,44,0.1,any;,✔️,36d4fe24-4093-47b1-850b-4e094fb4a48d,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Terry Towels,59,0.1,any;,✔️,2b04e3a4-fd26-4775-84c7-9fec13dbcb52,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Dyson Vacuum Cleaners,599,0.1,any;,✔️,ba218afd-6429-4e76-830e-15edccdff3d2,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Mineral Fertilizer,660,0.1,any;,✔️,0a759caf-1444-4fca-b0b7-24ba09ce571c,ASO_CarUtility01;,0,1,5,75,3,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Electrical Capacitors,"6,706",0.1,any;,✔️,13e492f4-6981-43e0-8174-8cded35ecd1f,ASO_CarUtility01;,0,1,3,45,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
1,✔️,Vintage & Used Clothing,153,0.1,any;,✔️,c3357323-1210-4c25-8e20-2ee181977389,ASO_CarUtility01;,0,1,4,60,1,1,1,Skypark Truck Flatbed;,-15,15,1,-42,42,0,9999999,0,9999999
